id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
686476,CA,INDIVIDUAL,4 years,Central Casting,A,RENT,2021-03-11,2021-06-14,2021-01-14,Charged Off,2021-02-14,876293,Other,A3,36 months,Not Verified,35004.00,0.2108,154.21,0.0692,5000.00,45,5161.00
536423,CA,INDIVIDUAL,5 years,Bright House Networks,A,RENT,2021-06-10,2021-05-16,2021-09-12,Charged Off,2021-10-12,693015,Other,A2,36 months,Not Verified,22406.00,0.0187,76.92,0.0676,2500.00,12,2100.00
993894,CA,INDIVIDUAL,5 years,G4S Secure Solutions,A,RENT,2021-10-11,2021-05-16,2021-03-12,Charged Off,2021-04-12,1218497,Other,A4,36 months,Not Verified,51928.00,0.2022,187.75,0.0790,6000.00,12,750.00
805227,CA,INDIVIDUAL,6 years,Kenwood Fence Company,A,RENT,2021-07-11,2021-12-10,2021-05-12,Charged Off,2021-06-12,1011222,Other,A4,36 months,Not Verified,36000.00,0.2693,373.22,0.0749,12000.00,14,4039.00
482640,PA,INDIVIDUAL,8 years,Gabriel Brothers,A,RENT,2021-02-10,2021-05-16,2021-03-12,Charged Off,2021-04-12,613972,Other,A4,36 months,Not Verified,24000.00,0.0555,93.33,0.0751,3000.00,12,3029.00
850116,NY,INDIVIDUAL,1 year,Peace Security,A,RENT,2021-08-11,2021-12-11,2021-07-12,Charged Off,2021-08-12,1061904,Other,A4,36 months,Not Verified,32004.00,0.2160,77.76,0.0749,2500.00,33,880.00
1004044,CA,INDIVIDUAL,10+ years,Harbor Freight Tools,A,RENT,2021-10-11,2021-05-13,2021-12-12,Charged Off,2022-01-12,1230468,Other,A2,36 months,Not Verified,55000.00,0.1165,307.04,0.0662,10000.00,24,4366.00
1051720,MD,INDIVIDUAL,3 years,Hopkins Federal Savings Bank,A,RENT,2021-12-11,2021-05-16,2021-12-12,Charged Off,2022-01-12,1283038,Other,A3,36 months,Not Verified,27000.00,0.1320,87.12,0.0751,2800.00,20,1043.00
722385,FL,INDIVIDUAL,3 years,american lifting products,A,RENT,2021-04-11,2021-12-10,2021-05-12,Charged Off,2021-06-12,917212,Other,A4,36 months,Not Verified,26500.00,0.2305,58.92,0.0729,1900.00,17,807.00
392287,SC,INDIVIDUAL,5 years,usf glen moore,A,RENT,2021-04-09,2021-10-11,2021-06-10,Charged Off,2021-07-10,429096,Other,A5,36 months,Not Verified,38000.00,0.0082,144.43,0.0963,4500.00,7,2152.00
462268,TX,INDIVIDUAL,< 1 year,HISD,A,RENT,2021-11-09,2021-10-12,2021-06-10,Charged Off,2021-07-10,578185,Other,A5,36 months,Not Verified,45000.00,0.0613,103.26,0.0894,3250.00,8,759.00
422374,NJ,INDIVIDUAL,< 1 year,US Box Corporation,A,RENT,2021-07-09,2021-05-16,2021-09-11,Charged Off,2021-10-11,496842,Other,A5,36 months,Not Verified,27996.00,0.0767,154.06,0.0963,4800.00,14,3693.00
973077,CA,INDIVIDUAL,10+ years,Highland Metals Inc,A,RENT,2021-10-11,2021-05-16,2021-07-12,Charged Off,2021-08-12,1195059,Other,A3,36 months,Not Verified,50000.00,0.2726,304.89,0.0751,9800.00,24,2741.00
1012022,WA,INDIVIDUAL,2 years,Action Dance Academy,A,RENT,2021-11-11,2021-12-08,2021-03-12,Charged Off,2021-04-12,1239135,Other,A2,36 months,Not Verified,37200.00,0.1945,184.23,0.0662,6000.00,11,922.00
1001727,TX,INDIVIDUAL,1 year,Dell- Seton Health System,A,RENT,2021-10-11,2021-07-14,2021-02-14,Charged Off,2021-03-14,1227944,Other,A4,36 months,Not Verified,62400.00,0.0898,93.88,0.0790,3000.00,15,2644.00
382680,AR,INDIVIDUAL,2 years,"Medical Solutions of Arkansas, LLC.",A,RENT,2021-03-09,2021-12-03,2021-10-11,Charged Off,2021-11-11,412374,Other,A3,36 months,Not Verified,24840.00,0.1473,47.01,0.0800,1500.00,17,1498.00
473745,CA,INDIVIDUAL,1 year,West Marine Inc.,B,RENT,2021-01-10,2021-02-13,2021-10-12,Charged Off,2021-11-12,598970,Other,B3,36 months,Not Verified,90000.00,0.0433,115.97,0.1183,3500.00,9,3690.00
415553,NY,INDIVIDUAL,1 year,American Express,B,RENT,2021-06-09,2021-11-02,2021-01-11,Charged Off,2021-02-11,483138,Other,B5,36 months,Not Verified,147000.00,0.2256,113.28,0.1221,3400.00,24,2148.00
511758,CA,INDIVIDUAL,2 years,Providence Community Services,B,RENT,2021-05-10,2021-05-16,2021-06-11,Charged Off,2021-07-11,661093,Other,B4,36 months,Not Verified,39000.00,0.1434,147.31,0.1099,4500.00,7,1915.00
456335,GA,INDIVIDUAL,2 years,AT&T,B,RENT,2021-11-09,2021-10-12,2021-12-10,Charged Off,2022-01-10,566588,Other,B4,36 months,Not Verified,43900.00,0.0867,166.50,0.1218,5000.00,30,2164.00
1035481,GA,INDIVIDUAL,2 years,Southeastern Freight Lines,B,RENT,2021-11-11,2021-04-13,2021-11-12,Charged Off,2021-12-12,1265108,Other,B5,36 months,Not Verified,25000.00,0.1766,60.39,0.1269,1800.00,5,737.00
457883,CA,INDIVIDUAL,2 years,Alexandria Care Center,B,RENT,2021-11-09,2021-05-16,2021-12-09,Charged Off,2022-01-09,567608,Other,B5,36 months,Not Verified,32000.00,0.0904,66.94,0.1253,2000.00,7,67.00
486897,CA,INDIVIDUAL,3 years,HYATT REGENCY IRVINE,B,RENT,2021-03-10,2021-12-11,2021-06-12,Charged Off,2021-07-12,620586,Other,B2,36 months,Not Verified,40040.00,0.1912,161.93,0.1025,5000.00,13,4420.00
609989,FL,INDIVIDUAL,3 years,Quail Creek Country Club,B,RENT,2021-11-10,2021-04-16,2021-03-11,Charged Off,2021-04-11,782358,Other,B2,36 months,Not Verified,39996.00,0.2193,159.59,0.0925,5000.00,22,841.00
499949,MN,INDIVIDUAL,4 years,Dow Chemical (Filmtec corp),B,RENT,2021-04-10,2021-12-02,2021-09-11,Charged Off,2021-10-11,641925,Other,B3,36 months,Not Verified,43200.00,0.0078,97.68,0.1062,3000.00,6,1737.00
994525,CA,INDIVIDUAL,5 years,United States District Court,B,RENT,2021-10-11,2021-05-16,2021-07-12,Charged Off,2021-08-12,1219155,Other,B1,36 months,Not Verified,56650.00,0.1606,135.35,0.0991,4200.00,37,1082.00
445282,VA,INDIVIDUAL,6 years,Panera Bread,B,RENT,2021-10-09,2021-10-09,2021-04-10,Charged Off,2021-05-10,543690,Other,B1,36 months,Not Verified,17496.00,0.2037,49.21,0.1114,1500.00,11,353.00
365474,FL,INDIVIDUAL,< 1 year,Pilot Catastrophe Services  Inc.,B,RENT,2021-12-08,2021-05-16,2021-05-09,Charged Off,2021-06-09,376540,Other,B2,36 months,Not Verified,130068.00,0.0507,130.03,0.1051,4000.00,14,650.00
514527,TX,INDIVIDUAL,< 1 year,Superior Manufactured Homes,B,RENT,2021-05-10,2021-02-13,2021-10-12,Charged Off,2021-11-12,665113,Other,B4,36 months,Not Verified,24996.00,0.0975,81.84,0.1099,2500.00,17,2282.00
529749,CA,INDIVIDUAL,10+ years,Garfield High School,B,RENT,2021-06-10,2021-05-16,2021-05-13,Charged Off,2021-06-13,685051,Other,B4,36 months,Not Verified,30000.00,0.0132,49.46,0.1149,1500.00,19,1677.00
1001335,FL,INDIVIDUAL,4 years,Keiser University,B,RENT,2021-10-11,2021-04-16,2021-07-13,Charged Off,2021-08-13,1227527,Other,B1,36 months,Not Verified,42000.00,0.2083,135.35,0.0991,4200.00,23,2703.00
1003925,GA,INDIVIDUAL,9 years,March of Dimes,B,RENT,2021-10-11,2021-12-02,2021-12-11,Charged Off,2022-01-11,1230523,Other,B3,36 months,Not Verified,50000.00,0.1584,264.61,0.1171,8000.00,23,6454.00
510544,MA,INDIVIDUAL,1 year,Woburn Fire Department,B,RENT,2021-05-10,2021-04-16,2021-11-12,Charged Off,2021-12-12,659241,Other,B3,36 months,Not Verified,54000.00,0.1447,179.08,0.1062,5500.00,25,5372.00
844621,CA,INDIVIDUAL,1 year,Advantage Sales  and  Marketing,B,RENT,2021-08-11,2021-05-16,2021-08-12,Charged Off,2021-09-12,1055628,Other,B4,36 months,Not Verified,51000.00,0.2144,131.89,0.1149,4000.00,28,1576.00
318725,CA,INDIVIDUAL,1 year,Bali House Furnishings,B,RENT,2021-04-08,2021-05-16,2021-05-10,Charged Off,2021-06-10,318695,Other,B5,36 months,Not Verified,50000.00,0.0958,163.01,0.1071,10000.00,8,5851.00
445060,CA,INDIVIDUAL,10+ years,bereman carpets,B,RENT,2021-10-09,2021-04-13,2021-11-12,Charged Off,2021-12-12,543269,Other,B3,36 months,Not Verified,80000.00,0.1890,397.61,0.1183,12000.00,11,13511.00
491019,NY,INDIVIDUAL,10+ years,Oscar Gruss and Son,B,RENT,2021-03-10,2021-02-13,2021-10-12,Charged Off,2021-11-12,627250,Other,B3,36 months,Not Verified,200000.00,0.0436,814.00,0.1062,25000.00,16,24691.00
696817,FL,INDIVIDUAL,10+ years,Moody  Jones  Ingino  and  Morehead,B,RENT,2021-03-11,2021-12-08,2021-04-12,Charged Off,2021-05-12,888022,Other,B3,36 months,Not Verified,54996.00,0.0419,324.42,0.1037,10000.00,18,4134.00
477247,SC,INDIVIDUAL,10+ years,Kapstone Charleston Kraft LLC,B,RENT,2021-01-10,2021-05-16,2021-11-10,Charged Off,2021-12-10,605224,Other,B4,36 months,Not Verified,53580.00,0.0484,699.30,0.1218,21000.00,20,6287.00
848303,CA,INDIVIDUAL,10+ years,Department of Motor Vehicles,B,RENT,2021-08-11,2021-05-16,2021-12-11,Charged Off,2022-01-11,1059893,Other,B4,36 months,Not Verified,66072.00,0.0768,82.43,0.1149,2500.00,9,329.00
398891,NY,INDIVIDUAL,10+ years,Alion Science  and  Technology,B,RENT,2021-05-09,2021-11-05,2021-06-11,Charged Off,2021-07-11,441122,Other,B4,36 months,Not Verified,87000.00,0.1938,198.99,0.1189,6000.00,13,4974.00
483262,NY,INDIVIDUAL,10+ years,Vanguard Printing,B,RENT,2021-02-10,2021-05-16,2021-12-10,Charged Off,2022-01-10,614933,Other,B5,36 months,Not Verified,58000.00,0.2396,164.56,0.1136,5000.00,31,1642.00
987770,MI,INDIVIDUAL,2 years,Wolverine Machine Products Co.,B,RENT,2021-10-11,2021-03-13,2021-10-12,Charged Off,2021-11-12,1211761,Other,B1,36 months,Not Verified,25000.00,0.0734,161.13,0.0991,5000.00,29,2132.00
473528,AR,INDIVIDUAL,2 years,Harps,B,RENT,2021-01-10,2021-03-16,2021-08-11,Charged Off,2021-09-11,598519,Other,B3,36 months,Not Verified,14400.00,0.0417,99.41,0.1183,3000.00,4,1504.00
1050143,CA,INDIVIDUAL,2 years,Impax lab.,B,RENT,2021-12-11,2021-12-11,2021-06-12,Charged Off,2021-07-12,1281588,Other,B5,36 months,Not Verified,45000.00,0.1904,201.27,0.1269,6000.00,21,1502.00
487546,OH,INDIVIDUAL,5 years,Summit Natural Wellness Center,B,RENT,2021-03-10,2021-12-05,2021-12-11,Charged Off,2022-01-11,621550,Other,B1,36 months,Not Verified,46000.00,0.0616,257.69,0.0988,8000.00,8,5613.00
806018,WI,INDIVIDUAL,5 years,Statz Painting and Decorating,B,RENT,2021-07-11,2021-03-14,2021-10-13,Charged Off,2021-11-13,1012172,Other,B2,36 months,Not Verified,55000.00,0.1457,195.27,0.1059,6000.00,14,5336.00
402219,OK,INDIVIDUAL,< 1 year,Convergys,B,RENT,2021-05-09,2021-12-02,2021-02-12,Charged Off,2021-03-12,446763,Other,B1,36 months,Not Verified,23148.00,0.1446,261.71,0.1095,8000.00,14,7987.00
469683,CA,INDIVIDUAL,< 1 year,management center group,B,RENT,2021-12-09,2021-10-09,2021-04-10,Charged Off,2021-05-10,592579,Other,B2,36 months,Not Verified,18000.00,0.0707,49.46,0.1148,1500.00,4,211.00
797111,CA,INDIVIDUAL,2 years,Stryker,B,RENT,2021-06-11,2021-03-13,2021-10-12,Charged Off,2021-11-12,1002039,Other,B4,36 months,Not Verified,50000.00,0.0410,65.95,0.1149,2000.00,22,1060.00
739441,CA,INDIVIDUAL,3 years,cafe piccolo,B,RENT,2021-04-11,2021-12-04,2021-11-11,Charged Off,2021-12-11,937019,Other,B5,36 months,Not Verified,65004.00,0.1521,163.96,0.1111,5000.00,27,1218.00
467583,NJ,INDIVIDUAL,10+ years,Whole Foods,B,RENT,2021-12-09,2021-02-16,2021-07-10,Charged Off,2021-08-10,588233,Other,B4,36 months,Not Verified,30000.00,0.2456,333.00,0.1218,10000.00,16,1995.00
453373,FL,INDIVIDUAL,3 years,Liberty mutual,B,RENT,2021-10-09,2021-12-11,2021-06-12,Charged Off,2021-07-12,560433,Other,B4,36 months,Not Verified,50000.00,0.0192,90.75,0.1218,2725.00,7,2823.00
465398,CA,INDIVIDUAL,7 years,cnusd,B,RENT,2021-12-09,2021-05-16,2021-11-10,Charged Off,2021-12-10,583899,Other,B3,36 months,Not Verified,80400.00,0.2367,99.41,0.1183,3000.00,33,990.00
454194,WA,INDIVIDUAL,< 1 year,Unspecified,B,RENT,2021-11-09,2021-05-16,2021-10-11,Charged Off,2021-11-11,562207,Other,B5,36 months,Not Verified,16320.00,0.0485,167.34,0.1253,5000.00,10,3849.00
307533,CA,INDIVIDUAL,1 year,beachcomber,C,RENT,2021-03-08,2021-05-16,2021-04-10,Charged Off,2021-05-10,307520,Other,C1,36 months,Not Verified,31000.00,0.1440,235.83,0.1103,7200.00,13,5659.00
532044,WA,INDIVIDUAL,1 year,Harborview Medical Center,C,RENT,2021-06-10,2021-05-16,2021-10-10,Charged Off,2021-11-10,687771,Other,C3,36 months,Not Verified,52180.00,0.1177,85.42,0.1398,2500.00,25,255.00
452143,CA,INDIVIDUAL,10+ years,In-Home Supportive Services,C,RENT,2021-11-09,2021-10-11,2021-06-10,Charged Off,2021-07-10,557760,Other,C1,36 months,Not Verified,24000.00,0.1080,437.24,0.1287,13000.00,13,3548.00
369240,VA,INDIVIDUAL,2 years,Virginia Department of Social Services,C,RENT,2021-12-08,2021-05-16,2021-09-11,Charged Off,2021-10-11,384733,Other,C1,36 months,Not Verified,44004.00,0.2075,50.20,0.1253,1500.00,18,1829.00
623388,NY,INDIVIDUAL,3 years,ANN TAYLOR,C,RENT,2021-12-10,2021-12-13,2021-07-13,Charged Off,2021-08-13,798925,Other,C1,36 months,Not Verified,40980.00,0.1526,49.99,0.1223,1500.00,20,1558.00
876560,CA,INDIVIDUAL,3 years,DHS/TSA,C,RENT,2021-09-11,2021-02-13,2021-09-12,Charged Off,2021-10-12,1091234,Other,C1,36 months,Not Verified,38000.00,0.2343,336.90,0.1299,10000.00,13,4139.00
992576,CA,INDIVIDUAL,3 years,ASN Natural Stone Inc.,C,RENT,2021-10-11,2021-05-14,2021-01-14,Charged Off,2021-02-14,1216699,Other,C2,36 months,Not Verified,41280.00,0.2378,355.96,0.1427,10375.00,15,9723.00
517657,NY,INDIVIDUAL,4 years,NYC PARKS & RECREATION,C,RENT,2021-05-10,2021-11-08,2021-04-11,Charged Off,2021-05-11,669056,Other,C1,36 months,Not Verified,40000.00,0.1668,167.83,0.1273,5000.00,37,1704.00
532959,GA,INDIVIDUAL,4 years,Sea Island,C,RENT,2021-06-10,2021-03-13,2021-10-12,Charged Off,2021-11-12,688882,Other,C5,36 months,Not Verified,15600.00,0.0182,182.14,0.1472,5275.00,8,5005.00
502586,NJ,INDIVIDUAL,4 years,Aesthetic Smiles of NJ,C,RENT,2021-04-10,2021-05-16,2021-12-10,Charged Off,2022-01-10,646368,Other,C5,36 months,Not Verified,65000.00,0.1497,171.43,0.1422,5000.00,24,1366.00
356431,NJ,INDIVIDUAL,6 years,Bouchard Transportation,C,RENT,2021-10-08,2021-05-16,2021-01-10,Charged Off,2021-02-10,361667,Other,C1,36 months,Not Verified,47628.00,0.0524,172.58,0.1128,6000.00,11,2604.00
489161,MO,INDIVIDUAL,6 years,National City,C,RENT,2021-02-10,2021-05-16,2021-07-11,Charged Off,2021-08-11,624035,Other,C2,36 months,Not Verified,25000.00,0.1786,107.99,0.1311,3200.00,10,1724.00
1022421,CA,INDIVIDUAL,7 years,HMS Host,C,RENT,2021-11-11,2021-10-13,2021-05-13,Charged Off,2021-06-13,1251209,Other,C1,36 months,Not Verified,40000.00,0.1056,61.08,0.1349,1800.00,3,1092.00
495478,CA,INDIVIDUAL,7 years,Playmates Paularino Preschool,C,RENT,2021-03-10,2021-05-16,2021-01-13,Charged Off,2021-02-13,634667,Other,C3,36 months,Not Verified,37800.00,0.2384,325.68,0.1348,9600.00,15,10421.00
453018,FL,INDIVIDUAL,9 years,AMR Capital,C,RENT,2021-11-09,2021-11-12,2021-08-11,Charged Off,2021-09-11,559649,Other,C4,36 months,Not Verified,125000.00,0.1416,681.89,0.1392,19975.00,8,13628.00
465138,MN,INDIVIDUAL,< 1 year,Cycle of Success Institue,C,RENT,2021-12-09,2021-05-16,2021-04-10,Charged Off,2021-05-10,583426,Other,C2,36 months,Not Verified,42000.00,0.1349,169.01,0.1322,5000.00,14,5312.00
497923,AZ,INDIVIDUAL,< 1 year,Apac Customer Services,C,RENT,2021-03-10,2021-11-05,2021-12-10,Charged Off,2022-01-10,638429,Other,C3,36 months,Not Verified,18000.00,0.0467,118.74,0.1348,3500.00,5,1126.00
509515,CO,INDIVIDUAL,< 1 year,Limon,C,RENT,2021-04-10,2021-11-11,2021-06-11,Charged Off,2021-07-11,657675,Other,C5,36 months,Not Verified,16500.00,0.0873,137.14,0.1422,4000.00,5,1921.00
454140,TX,INDIVIDUAL,< 1 year,Alternatives Unlimited,C,RENT,2021-11-09,2021-05-16,2021-05-10,Charged Off,2021-06-10,562099,Other,C5,36 months,Not Verified,4800.00,0.1375,41.17,0.1426,1200.00,9,1336.00
459770,DC,INDIVIDUAL,< 1 year,Paragon Technology Group,C,RENT,2021-11-09,2021-05-16,2021-08-11,Charged Off,2021-09-11,573355,Other,C5,36 months,Not Verified,88500.00,0.1161,274.45,0.1426,8000.00,38,5783.00
1001994,CA,INDIVIDUAL,10+ years,r.e.merlo farming,C,RENT,2021-10-11,2021-02-16,2021-07-12,Charged Off,2021-08-12,1228025,Other,C2,36 months,Not Verified,38400.00,0.2381,257.32,0.1427,7500.00,27,2406.00
437999,GA,INDIVIDUAL,10+ years,U.S. Army,C,RENT,2021-09-09,2021-05-16,2021-06-11,Charged Off,2021-07-11,526835,Other,C5,36 months,Not Verified,61512.00,0.1211,144.09,0.1426,4200.00,13,5166.00
356756,FL,INDIVIDUAL,1 year,"Millican & Associates, Inc.",C,RENT,2021-09-08,2021-09-12,2021-07-09,Charged Off,2021-08-09,359455,Other,C1,36 months,Not Verified,35000.00,0.1569,32.88,0.1128,1000.00,6,331.00
482894,FL,INDIVIDUAL,1 year,Law Offices of Marshall Watson,C,RENT,2021-02-10,2021-10-08,2021-03-10,Charged Off,2021-04-10,614364,Other,C1,36 months,Not Verified,24000.00,0.1090,503.50,0.1273,15000.00,11,1163.00
471526,NY,INDIVIDUAL,2 years,Tupper Lake Central School District,C,RENT,2021-12-09,2021-12-11,2021-07-12,Charged Off,2021-08-12,595317,Other,C1,36 months,Not Verified,18000.00,0.0700,134.54,0.1287,4000.00,9,3769.00
432820,MI,INDIVIDUAL,< 1 year,Michigan Brewing Co.,C,RENT,2021-08-09,2021-05-16,2021-09-09,Charged Off,2021-10-09,515007,Other,C3,36 months,Not Verified,12000.00,0.1400,33.97,0.1357,1000.00,8,34.00
464904,WI,INDIVIDUAL,< 1 year,Unspecified,C,RENT,2021-12-09,2021-05-16,2021-09-11,Charged Off,2021-10-11,582986,Other,C4,36 months,Not Verified,26400.00,0.2100,81.93,0.1392,2400.00,17,1732.00
1009763,NC,INDIVIDUAL,5 years,Aqua Sun Lawn and Landscaping,C,RENT,2021-11-11,2021-07-13,2021-03-13,Charged Off,2021-04-13,1236516,Other,C4,36 months,Not Verified,50000.00,0.0799,347.98,0.1527,10000.00,9,6404.00
430098,OH,INDIVIDUAL,< 1 year,jiffy lube,C,RENT,2021-07-09,2021-11-03,2021-10-10,Charged Off,2021-11-10,509880,Other,C3,36 months,Not Verified,14400.00,0.2133,42.22,0.1316,1250.00,13,628.00
435959,NY,INDIVIDUAL,2 years,Sims Metal Management,C,RENT,2021-03-10,2021-12-09,2021-05-12,Charged Off,2021-06-12,521057,Other,C4,36 months,Not Verified,58000.00,0.2044,238.73,0.1385,7000.00,36,6046.00
780798,TX,INDIVIDUAL,1 year,Unspecified,C,RENT,2021-06-11,2021-07-14,2021-02-12,Charged Off,2021-03-12,983606,Other,C4,36 months,Not Verified,43200.00,0.1458,174.85,0.1562,5000.00,14,1626.00
415594,CA,INDIVIDUAL,2 years,Unspecified,C,RENT,2021-06-09,2021-10-03,2021-10-09,Charged Off,2021-11-09,483245,Other,C2,36 months,Not Verified,14400.00,0.0300,235.33,0.1284,7000.00,6,1227.00
793512,NY,INDIVIDUAL,3 years,local 580,C,RENT,2021-06-11,2021-04-13,2021-11-12,Charged Off,2021-12-12,998030,Other,C3,36 months,Not Verified,48000.00,0.1675,170.87,0.1399,5000.00,14,2914.00
558500,NY,INDIVIDUAL,4 years,PS 503,C,RENT,2021-08-10,2021-12-13,2021-06-13,Charged Off,2021-07-13,718949,Other,C1,36 months,Not Verified,38900.00,0.1404,162.27,0.1323,4800.00,12,5392.00
886294,NJ,INDIVIDUAL,10+ years,priority nursing services,C,RENT,2021-09-11,2021-05-16,2021-01-13,Charged Off,2021-02-13,1102108,Other,C3,36 months,Not Verified,45000.00,0.1773,137.98,0.1465,4000.00,36,2065.00
983992,TX,INDIVIDUAL,5 years,Simpson Property Group,C,RENT,2021-10-11,2021-09-13,2021-05-13,Charged Off,2021-06-13,1207560,Other,C5,36 months,Not Verified,48996.00,0.1759,210.83,0.1596,6000.00,22,3981.00
881823,SC,INDIVIDUAL,1 year,Life Industries,D,RENT,2021-10-11,2021-12-08,2021-03-12,Charged Off,2021-04-12,1096974,Other,D1,36 months,Not Verified,32004.00,0.1537,120.03,0.1629,3400.00,13,638.00
475960,NJ,INDIVIDUAL,1 year,"Soldier Capital, LLC",D,RENT,2021-01-10,2021-10-10,2021-06-10,Charged Off,2021-07-10,602756,Other,D2,36 months,Not Verified,84000.00,0.1506,415.74,0.1496,12000.00,31,2154.00
345503,VA,INDIVIDUAL,1 year,HCA  Medical Center,D,RENT,2021-04-08,2021-10-02,2021-09-09,Charged Off,2021-10-09,345490,Other,D2,36 months,Not Verified,50000.00,0.1801,195.21,0.1292,7500.00,23,2911.00
820530,CA,INDIVIDUAL,10+ years,Empire Pacific Windows,D,RENT,2021-07-11,2021-12-01,2021-09-11,Charged Off,2021-10-11,1028762,Other,D1,36 months,Not Verified,80000.00,0.0966,125.90,0.1562,3600.00,25,284.00
472332,GA,INDIVIDUAL,10+ years,shoe carnival,D,RENT,2021-12-09,2021-11-03,2021-10-10,Charged Off,2021-11-10,596364,Other,D5,36 months,Not Verified,51200.00,0.0888,175.79,0.1600,5000.00,9,1761.00
456085,MI,INDIVIDUAL,2 years,Unspecified,D,RENT,2021-11-09,2021-11-09,2021-04-11,Charged Off,2021-05-11,566103,Other,D3,36 months,Not Verified,30000.00,0.0980,146.23,0.1531,4200.00,7,2596.00
455977,AL,INDIVIDUAL,2 years,Unversity of Alabama,D,RENT,2021-12-09,2021-12-06,2021-02-12,Charged Off,2021-03-12,565891,Other,D5,36 months,Not Verified,52000.00,0.0060,703.15,0.1600,20000.00,22,23200.00
824151,MO,INDIVIDUAL,7 years,Healthways,D,RENT,2021-07-11,2021-05-16,2021-09-12,Charged Off,2021-10-12,1032786,Other,D1,36 months,Not Verified,57000.00,0.1269,55.96,0.1562,1600.00,17,725.00
475281,CA,INDIVIDUAL,< 1 year,Unspecified,D,RENT,2021-01-10,2021-11-03,2021-10-10,Charged Off,2021-11-10,601532,Other,D1,36 months,Not Verified,40000.00,0.1644,413.71,0.1461,12000.00,3,4149.00
466965,HI,INDIVIDUAL,2 years,Campos Auto Body and Towing,D,RENT,2021-12-09,2021-04-13,2021-12-12,Charged Off,2022-01-12,586951,Other,D2,36 months,Not Verified,30000.00,0.2440,173.23,0.1496,5000.00,11,5677.00
468315,MD,INDIVIDUAL,< 1 year,Caremark,D,RENT,2021-12-09,2021-05-16,2021-07-11,Charged Off,2021-08-11,589722,Other,D2,36 months,Not Verified,24000.00,0.0475,124.73,0.1496,3600.00,19,2731.00
542877,GA,INDIVIDUAL,4 years,Atlanta Public Schools,D,RENT,2021-07-10,2021-12-05,2021-12-11,Charged Off,2022-01-11,700479,Other,D5,36 months,Not Verified,53292.00,0.2445,353.16,0.1632,10000.00,37,6328.00
985214,SC,INDIVIDUAL,10+ years,Moncrief medical home,D,RENT,2021-10-11,2021-05-16,2021-06-12,Charged Off,2021-07-12,1208701,Other,D1,36 months,Not Verified,35000.00,0.2431,169.45,0.1629,4800.00,25,5302.00
978582,MD,INDIVIDUAL,2 years,Danya International,D,RENT,2021-10-11,2021-05-14,2021-12-13,Charged Off,2022-01-13,1201441,Other,D2,36 months,Not Verified,42000.00,0.0380,88.85,0.1677,2500.00,8,2431.00
544973,MA,INDIVIDUAL,4 years,South middlesex regional school,D,RENT,2021-08-10,2021-03-16,2021-08-11,Charged Off,2021-09-11,702935,Other,D3,36 months,Not Verified,63996.00,0.1050,167.77,0.1558,4800.00,11,2183.00
482937,MA,INDIVIDUAL,7 years,Blue Cross Blue Shield of Massachusetts,D,RENT,2021-02-10,2021-04-16,2021-04-11,Charged Off,2021-05-11,614439,Other,D2,36 months,Not Verified,36416.84,0.0965,242.53,0.1496,7000.00,17,3387.00
833208,AL,INDIVIDUAL,8 years,Miller's Grand Events,D,RENT,2021-08-11,2021-02-13,2021-09-12,Charged Off,2021-10-12,1042766,Other,D4,36 months,Not Verified,34560.00,0.2194,268.77,0.1689,7550.00,8,3493.00
539128,TX,INDIVIDUAL,< 1 year,HUB,D,RENT,2021-07-10,2021-05-16,2021-09-10,Charged Off,2021-10-10,696234,Other,D3,36 months,Not Verified,50000.00,0.2095,366.98,0.1558,10500.00,23,733.00
488388,FL,INDIVIDUAL,< 1 year,Red Lobster-Darden Restaurants,D,RENT,2021-02-10,2021-05-16,2021-07-10,Charged Off,2021-08-10,618184,Other,D1,36 months,Not Verified,10000.00,0.1344,86.17,0.1459,2500.00,11,359.00
1042157,SC,INDIVIDUAL,1 year,Asw,D,RENT,2021-11-11,2021-01-14,2021-09-13,Charged Off,2021-10-13,1272433,Other,D1,36 months,Not Verified,30972.00,0.1561,70.61,0.1629,2000.00,5,1551.00
445765,TX,INDIVIDUAL,1 year,oil patch,D,RENT,2021-10-09,2021-11-02,2021-10-10,Charged Off,2021-11-10,544628,Other,D3,36 months,Not Verified,37000.00,0.2115,261.12,0.1531,7500.00,16,2646.00
525119,CO,INDIVIDUAL,< 1 year,Yard House,D,RENT,2021-06-10,2021-05-13,2021-12-12,Charged Off,2022-01-12,679447,Other,D1,36 months,Not Verified,45000.00,0.1061,69.18,0.1484,2000.00,8,2123.00
443054,CA,INDIVIDUAL,9 years,Jones of New york,D,RENT,2021-10-09,2021-10-07,2021-02-10,Charged Off,2021-03-10,538750,Other,D3,36 months,Not Verified,47496.00,0.0379,174.08,0.1531,5000.00,4,750.00
476498,GA,INDIVIDUAL,10+ years,Coldwell Banker,E,RENT,2021-01-10,2021-11-14,2021-03-12,Charged Off,2021-04-12,603654,Other,E1,36 months,Not Verified,55000.00,0.1697,353.78,0.1645,10000.00,22,8205.00
